GÖNÜLLÜ HİZMET VAKFI MUSTAFA SAFFET FEN LİSESİ;1
ÖZEL BALIKESİR KAPLAN MIDIK ANADOLU LİSESİ;1
ÖZEL BİLFEN ANADOLU LİSESİ;2
ÖZEL BİLNET OKULLARI KARŞIYAKA ANADOLU LİSESİ;1
ÖZEL BORNOVA TÜRK ANADOLU LİSESİ;1
ÖZEL ÇANKAYA FEN KOLEJİ ANADOLU LİSESİ;1
ÖZEL ÇAYYOLU BEYTEPE ANADOLU LİSESİ;3
ÖZEL DENİZLİ BAHÇEŞEHİR ANADOLU LİSESİ;3
ÖZEL İŞLEM ANADOLU LİSESİ;2
ÖZEL İZMİR BAHÇEŞEHİR KOLEJİ ELLİNCİ YIL ANADOLU LİSESİ;2
ÖZEL KEMERBURGAZ BİLİM ANADOLU LİSESİ;1
ÖZEL MANAVGAT BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ;1
ÖZEL MANİSA MODERN EĞİTİMİN ROTASI;1
ÖZEL MURADİYE ERKEK ANADOLU LİSESİ;3
ÖZEL NEVŞEHİR BAHÇEŞEHİR FEN LİSESİ;1
ÖZEL ONADIM EĞİTİM BİLİMLERİ ANADOLU LİSESİ;1
ÖZEL OPTİMUM ANADOLU LİSESİ;1
ÖZEL ORDU UĞUR ANADOLU LİSESİ;1
ÖZEL OYA AKIN YILDIZLAR ANADOLU LİSESİ;4
İHSAN DOĞRAMACI VAKFI ÖZEL BİLKENT LABORATUAR LİSESİ;3
ÖZEL PROFESYONEL EĞİTİM AKADEMİSİ;7
ÖZEL SERDAR ANADOLU LİSESİ;6
ÖZEL TED ÇORUM ANADOLU LİSESİ;2
ÖZEL TED DENİZLİ ANADOLU LİSESİ;2
ÖZEL TUNA FEN KOLEJİ ANADOLU LİSESİ;1
ÖZEL TÜRMAK ANADOLU LİSESİ;1
ÖZEL ÜÇLER ANADOLU LİSESİ;11
İZMİR BÜYÜK ÇİĞLİ ÖZEL TÜRK KOLEJİ ANADOLU LİSESİ;2
MİMAR SİNAN ANADOLU LİSESİ;1
ERZURUM TÜRK TELEKOM NURETTİN TOPÇU SOSYAL BİLİMLER LİSESİ;2
FATİH ANADOLU LİSESİ;3
HATİCE-CEMİL ERCAN FEN LİSESİ;1
HİDAYET AYDOĞAN SOSYAL BİLİMLER LİSESİ;1
İZMİR KIZ LİSESİ;7
KOCAELİ ALİ FUAT BAŞGİL SOSYAL BİLİMLER LİSESİ;1
MARDİN ANADOLU LİSESİ;1
ORDU FEN LİSESİ;2
ÖZEL BANDIRMA BİREY ANADOLU LİSESİ;1
ÖZEL BATIKENT ÇAKIRLAR SINAV ANADOLU LİSESİ;1
ÖZEL ÇAĞ ANADOLU LİSESİ;1
ÖZEL ELMADAĞ AÇI ANADOLU LİSESİ;1
ÖZEL ERYAMAN DÜŞÜN ANADOLU LİSESİ;4
ÖZEL EVRE FEN LİSESİ;3
ÖZEL KENT MEKTEBİ ANADOLU LİSESİ;1
ÖZEL MODERN ANKARA ÇINAR ANADOLU LİSESİ;5
ÖZEL MURATPAŞA BİRİKİM ANADOLU LİSESİ;2
ÖZEL NAKKAŞTEPE BAHÇEŞEHİR KOLEJİ 50. YIL ANADOLU LİSESİ;3
ÖZEL ORTACA ÇÖZÜM ANADOLU LİSESİ;1
ÖZEL SERDİVAN ALTINKÜRE FEN LİSESİ;1
SAMSUN ANADOLU LİSESİ;3
ŞEHİT ÖMER HALİSDEMİR ANADOLU İMAM HATİP LİSESİ;1
TED MERSİN KOLEJİ ÖZEL LİSESİ;1
TÜRK EĞİTİM VAKFI ÖZEL İNANÇ TÜRKEŞ ANADOLU LİSESİ;1
KARATAY TOKİ ANADOLU LİSESİ;2
KOZAN KAZIM KARABEKİR ANADOLU LİSESİ;1
ÖZEL ÇORUM SINAV ANADOLU LİSESİ;1
ÖZEL İSTEM KOLEJİ ANADOLU LİSESİ;4
ÖZEL SAMSUN DOĞA FEN VE TEKNOLOJİ LİSESİ;1
ÖZEL SELÇUKLU BOĞAZİÇİ KOLEJİ ANADOLU LİSESİ;1
SELAHADDİN EYYUBİ ANADOLU İMAM HATİP LİSESİ;1
ŞEHİT NEBİ GÜNDOĞAN ANADOLU LİSESİ;1
AHMET ERDEM ANADOLU LİSESİ;3
GÖLBAŞI ANADOLU LİSESİ;1
ÖZEL ADANA FİNAL ANADOLU LİSESİ;1
ÖZEL BAHARİYE ANADOLU LİSESİ;1
ÖZEL BATI KAVRAM ANADOLI LİSESİ;2
ÖZEL ÇUKURAMBAR SINAV ANADOLU LİSESİ;1
ÖZEL DİYARBAKIR BAHÇEŞEHİR ANADOLU LİSESİ;1
ÖZEL EMRAH SALBACAK ANADOLU LİSESİ;1
ÖZEL GÜRÇAĞ ANADOLU LİSESİ;1
ÖZEL KÜLTÜR FEN LİSESİ;1
ÖZEL OĞUZHAN TOPÇU ANADOLU LİSESİ;2
ÖZEL SAINTE PULCHERIE FRANSIZ LİSESİ;1
NEVZAT KARABAĞ ANADOLU LİSESİ;1
ÖZEL ANKARA SANAYİ ODASI MESLEKİ VE TEKNİK ANADOLU LİSESİ;2
ÖZEL ANTALYA İMZA ANADOLU LİSESİ;1
ÖZEL AYVALIK UĞUR ANADOLU LİSESİ;1
ÖZEL BORNOVA UĞUR ANADOLU LİSESİ;1
ÖZEL ÇAYYOLU FİNAL ANADOLU LİSESİ;2
ÖZEL DALAMAN BAHÇEŞEHİR ANADOLU LİSESİ;3
ÖZEL ELVANKENT AYYILDIZ SINAV ANADOLU LİSESİ;3
ÖZEL FEN BİLİMLERİ BORNOVA ANADOLU LİSESİ;1
ÖZEL FLORYA ANADOLU LİSESİ;1
ÖZEL KIZILAY GELİŞİM KOLEJİ ANADOLU LİSESİ;1
ÖZEL LİSAN FEN EĞİTİM KURUMLARI GÜNEY ANADOLU LİSESİ;1
ÖZEL MURATPAŞA ON ADIM EĞİTİM BİLİMLERİ ANADOLU LİSESİ;1
ÖZEL NEVŞEHİR SİMYA ANADOLU LİSESİ;1
ÖZEL SEZİN LİSESİ;2
ÖZEL SOYAK YENİŞEHİR KAVRAM ANADOLU LİSESİ;2
ÖZEL YENİŞEHİR GELECEK ANADOLU LİSESİ;2
ÖZEL ZİNCİRLİKUYU CEBİRSEL EĞİTİM VE RASYONEL NİTELİK;2
SAKARYA ANADOLU LİSESİ;1
TED ANTALYA KOLEJİ ÖZEL LİSESİ;6
TED İSTANBUL KOLEJİ VAKFI ÖZEL LİSESİ;1
TED ÖZEL EGE ANADOLU LİSESİ;4
#VALUE!;1
HACI MURAT-HATİCE ÖZSOY ANADOLU LİSESİ;1
HASAN ALİ YÜCEL SOSYAL BİLİMLER LİSESİ;2
İSTEK ÖZEL BELDE ANADOLU LİSESİ;1
ÖZEL ISPARTA BAHÇEŞEHİR ANADOLU LİSESİ;1
PROF. DR. MÜMTAZ TURHAN SOSYAL BİLİMLER LİSESİ;4
ANTALYA ANADOLU İMAM HATİP LİSESİ;1
MEHMET KOLOĞLU ANADOLU LİSESİ;3
MUSTAFA KAYNAK ANADOLU LİSESİ;3
NİŞANTAŞI NURİ AKIN ANADOLU LİSESİ;1
ÖZEL ETİLER AÇI ANADOLU LİSESİ;1
KANUNİ SULTAN SÜLEYMAN MESLEKİ VE TEKNİK ANADOLU LİSESİ;1
ÖZEL ANKARA EĞİTİM KURUMLARI ANADOLU LİSESİ;1
ÖZEL BATIKENT DOĞA ANADOLU LİSESİ;2
FATİH ANADOLU LİSESİ;1
MAT-FKB ÖZEL GELİŞİM FEN LİSESİ;5
MUĞLA GAZİ ANADOLU LİSESİ;1
ÖZEL ATAYURT FEN LİSESİ;2
ÖZEL BATIKENT MELTEM AYHAN ANADOLU LİSESİ;2
ÖZEL DİKMEN HAZIRLIK ANADOLU LİSESİ;1
ÖZEL FETHİYE EGEBİL ANADOLU LİSESİ;1
ÖZEL İSTEK ANTALYA LARA ANADOLU LİSESİ;3
ÖZEL KONAKLAR CİHANGİR ANADOLU LİSESİ;1
ÖZEL MARMARA BİLGE KOLEJİ ANADOLU LİSESİ;1
ÖZEL SEÇKİN BİLİM KOLEJİ ANADOLU LİSESİ;1
ÖZEL SINAV KOLEJİ ANADOLU LİSESİ;1
ÖZEL SİLİVRİ ÇİZGİ YAZILIM ANADOLU LİSESİ;1
ÖZEL ÜNYE BAHÇEŞEHİR ANADOLU LİSESİ;1
ÖZEL VİZYON ANADOLU LİSESİ;1
TED KAYSERİ KOLEJİ VAKFI ÖZEL LİSESİ;4
BEKİR GÖKDAĞ ANADOLU LİSESİ;1
BEYOĞLU ANADOLU LİSESİ;2
DÜZCE TURGUT ÖZAL ANADOLU LİSESİ;3
EMLAKBANK SÜLEYMAN DEMİREL ANADOLU LİSESİ;1
AKSU FEN LİSESİ;1
MEHMET ZAKİR EKNİ ANADOLU LİSESİ;1
YAHYA AKEL FEN LİSESİ;2
ÖZEL BAŞAKŞEHİR FİNAL ANADOLU LİSESİ;1
ÖZEL BURDUR BAHÇEŞEHİR ANADOLU LİSESİ;1
ÖZEL ÇALLI UĞUR ANADOLU LİSESİ;1
ÖZEL DENİZLİ SINAV ANADOLU LİSESİ;1
ÖZEL İSTANBUL ANADOLU LİSESİ;1
ÖZEL KOCAELİ NESİBE AYDIN ANADOLU LİSESİ;1
ÖZEL KONYA SİSTEM FEN LİSESİ;1
ÖZEL MUTLU EĞİTİM MODELİ ANADOLU LİSESİ;1
ÖZEL OVACIK SINAV KOLEJİ FEN LİSESİ;2
ÖZEL ÖVEÇLER SINAV ANADOLU LİSESİ;1
ÖZEL POLATLI AYYILDIZ ANADOLU LİSESİ;1
ÖZEL SAMSUN ÇİZGİ ÜSTÜ FEN BİLİMLERİ OKULLARI ANADOLU LİSESİ;1
ÖZEL YOZGAT ÇÖZÜM ANADOLU LİSESİ;1
PROF. DR. HULUSİ BEHÇET ANADOLU LİSESİ;1
SEZAİ KARAKOÇ ANADOLU LİSESİ;1
ŞEHİT AKİF AKÇADAĞ ANADOLU LİSESİ;1
ŞEHİT MUSTAFA YAMAN ANADOLU İMAM HATİP LİSESİ;1
TED BOLU KOLEJİ ÖZEL ANADOLU LİSESİ;1
TED BURSA ÖZEL KOLEJİ;4
VEHBİ KOÇ VAKFI KOÇ ÖZEL LİSESİ;1
BANDIRMA ANADOLU LİSESİ;1
GÖNEN FEN LİSESİ;1
OSMANGAZİ GAZİ ANADOLU LİSESİ;1
ÖZEL ADEM SOYDEMİR ANADOLU LİSESİ;1
ECZACI BAHATTİN-SEVİNÇ ERDİNÇ FEN LİSESİ;1
İSTANBUL ANADOLU LİSESİ;2
LÜTFİ EGE ANADOLU LİSESİ;2
MALATYA ERMAN ILICAK FEN LİSESİ;2
ÖZEL ENKA MESLEKİ VE TEKNİK ANADOLU LİSESİ;1
ŞEHİT EFE OSMAN APAYDIN ANADOLU LİSESİ;1
ÇANKAYA ANADOLU LİSESİ;1
ÖZEL ANKARA ÇÖZÜM KOLEJİ ANADOLU LİSESİ;1
ÖZEL ÇANKIRI KOLEJİ YILDIZTEPE ANADOLU LİSESİ;1
ÖZEL SANKO KOLEJİ;1
GÜLİZAR ZEKİ OBDAN ANADOLU LİSESİ;2
İSTEK ÖZEL SEMİHA ŞAKİR ANADOLU LİSESİ;2
KILIÇOĞLU ANADOLU LİSESİ;1
LÜLEBURGAZ RAMAZAN YAMAN FEN LİSESİ;1
ÖZEL ANKARA AÇI KOLEJİ FEN LİSESİ;1
ÖZEL BAŞARAN ANADOLU LİSESİ;1
ÖZEL DENİZLİ İSTEK ANADOLU LİSESİ;1
ÖZEL ELİT GRUP ALBAYRAK ANADOLU LİSESİ;1
ÖZEL İSKENDERUN UĞUR FEN LİSESİ;1
ÖZEL KÜLTÜR ANADOLU LİSESİ;1
ÖZEL PURSAKLAR ÇÖZÜM AKADEMİ ANADOLU LİSESİ;1
ÖZEL SAMSUN ATAKENT FİNAL AKADEMİ ANADOLU LİSESİ;2
ÖZEL TED SAKARYA KOLEJİ ANADOLU LİSESİ;2
ÖZEL ÜÇGEN ANADOLU LİSESİ;1
ÖZEL YAVUZ SELİM DAĞ ANADOLU LİSESİ;2
PROF. DR. NABİ AVCI FEN LİSESİ;1
SELÇUK ANADOLU LİSESİ;1
SELÇUKLU ANADOLU LİSESİ;1
ŞEHİT HÜSEYİN KAVAKLI FEN LİSESİ;1
ŞEHİT ÖZCAN KAN FEN LİSESİ;1
TOKAT MİLLİ PİYANGO İHYA BALAK FEN LİSESİ;1
NEVŞEHİR FEVZİ DİRİKOÇ FEN LİSESİ;1
ÖZEL ÇAĞLAYAN ERKEK ANADOLU LİSESİ;1
ÖZEL DEVA KOLEJİ ANADOLU LİSESİ;1
ÖZEL KAYSERİ FEN BİLİMLERİ ANADOLU LİSESİ;1
ÖZEL KONYA ESENTEPE ANADOLU LİSESİ;2
ÖZEL SEDAT AKDOĞAN PANCARLI ANADOLU LİSESİ;1
ÖZEL TÜRK YURDU KOLEJİ;1
REFİK ARSLAN ÖZTÜRK FEN LİSESİ;1
ADEM-TOLUNAY ANADOLU LİSESİ;3
ANKARA TÜRK TELEKOM SOSYAL BİLİMLER LİSESİ;4
EREĞLİ FEN LİSESİ;2
NERMİN MEHMET ÇEKİÇ ANADOLU LİSESİ;2
ÖZEL ANTALYA SERİK BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ;1
ÖZEL BEŞGEN ÇAYYOLU ANADOLU LİSESİ;3
ÖZEL BİLFEN KAYSERİ ANADOLU LİSESİ;1
ÖZEL BİLGİ ANADOLU LİSESİ;2
ÖZEL ÇANKAYA DOĞA ANADOLU LİSESİ;1
ÖZEL ELAZIĞ FİNAL AKADEMİ ANADOLU LİSESİ;1
ÖZEL ERYAMAN MODERN BİLİMLER AKADEMİSİ FEN LİSESİ;1
ÖZEL İLKE BİREY FEN LİSESİ;1
ÖZEL KONYA NESİBE AYDIN ANADOLU LİSESİ;1
ÖZEL KONYA NESİBE AYDIN FEN LİSESİ;2
ÖZEL MANİSA BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ;2
ÖZEL MÜRÜVVET EVYAP KOLEJİ;1
ÖZEL SAINT BENOIT FRANSIZ LİSESİ;1
ÖZEL SİNCAN KARACAN ANADOLU LİSESİ;2
ÖZEL TARSUS AMERİKAN KOLEJİ;2
GAZİ ANADOLU LİSESİ;1
ŞEHİT YAKUP AVŞAR ANADOLU LİSESİ;1
TED BODRUM KOLEJİ ÖZEL ANADOLU LİSESİ;2
TED HATAY KOLEJİ ÖZEL ANADOLU LİSESİ;1
TED KONYA KOLEJİ ÖZEL LİSESİ;2
#VALUE!;2
ÖZEL ELİT EGE ANADOLU LİSESİ;1
ÖZEL MEZAİM KİRAZ ANADOLU LİSESİ;1
ÖZEL ANKARA ZAFER ANADOLU LİSESİ;1
ÖZEL BALGAT UĞUR ANADOLU LİSESİ;2
ÖZEL ESENKENT OKYANUS FEN LİSESİ;1
YAVUZ SULTAN SELİM FEN LİSESİ;1
NİŞANTAŞI ANADOLU LİSESİ;1
ÖZEL İZMİR AMERİKAN KOLEJİ;1
ŞÜKRÜ ŞANKAYA ANADOLU LİSESİ;1
ÖZEL ÇAĞRI FEN LİSESİ;2
ÖZEL ÇAMLICA MODERN BİLİMLER AKADEMİSİ FEN LİSESİ;1
PURSAKLAR AYYILDIZ ANADOLU LİSESİ;1
SELİM NEVZAT ŞAHİN ANADOLU LİSESİ;1
SİİRT TÜRK TELEKOM FEN LİSESİ;1
YÜREĞİR HALICILAR ANADOLU LİSESİ;1
KARATAY FEN LİSESİ;1
MEHMET TEKİNALP ANADOLU LİSESİ;1
ÖZEL AKSARAY BAHÇEŞEHİR KOLEJİ FEN LİSESİ;1
MENTEŞE TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ FEN LİSESİ;1
ÖZEL NENE HATUN KIZ ANADOLU LİSESİ;1
TERAKKİ VAKFI ÖZEL ŞİŞLİ TERAKKİ TEPEÖREN ANADOLU LİSESİ;1
TOBB FEN LİSESİ;1
ÖZEL ANTALYA DOĞA FEN LİSESİ;1
ÖZEL DİLTAŞ KIRKINCI YIL ANADOLU LİSESİ;3
ÖZEL MEZAİM KİRAZ KOLEJİ ANADOLU LİSESİ;1
ÖZEL SİMYA FEN LİSESİ;1
PROF. DR. ABDULKADİR KARAHAN FEN LİSESİ;1
ŞEHİT AHMET ÖZSOY FEN LİSESİ;1
15 TEMMUZ ŞEHİTLERİ FEN LİSESİ;2
İSTEK ÖZEL ATANUR OĞUZ FEN LİSESİ;1
İSTEK ÖZEL KAŞGARLI MAHMUT ANADOLU LİSESİ;1
ÖZEL BAHÇEŞEHİR LİSESİ;1
ÖZEL BURSA KÜLTÜR FEN LİSESİ;1
BAŞKENT ÜNİVERSİTESİ ÖZEL BAŞKENT FEN LİSESİ;1
HAYDAR ÖZTAŞ ANADOLU LİSESİ;1
ÖZEL İHLAS FEN LİSESİ;1
ÖZEL ÖZLÜCE SINAV KOLEJİ FEN LİSESİ;1
ÖZEL SAMSUN TAKEV ANADOLU LİSESİ;1
İSKENDERUN TOSÇELİK FEN LİSESİ;1
KOCAHASANLI ANADOLU LİSESİ;1
ÖZEL BORNOVA ANADOLU LİSESİ;1
ÖZEL ENVAR FEN LİSESİ;1
TAVŞANLI 15 TEMMUZ ŞEHİTLER FEN LİSESİ;1
TİRE BELGİN ATİLA ÇALLIOĞLU FEN LİSESİ;1
GAZİPAŞA FEN LİSESİ;1
HAYRULLAH KEFOĞLU ANADOLU LİSESİ;2
ÖZEL DARÜŞŞİFA ERYAMAN ASAL FEN LİSESİ;1
ÖZEL İNEGÖL DOĞA MERKEZ FEN LİSESİ;1
ÖZEL SAINT JOSEPH FRANSIZ LİSESİ;1
TED TRABZON ÖZEL ANADOLU LİSESİ;1
FATİH SULTAN MEHMET ANADOLU LİSESİ;1
ÖZEL DİYARBAKIR YEDİİKLİM FEN LİSESİ;1
ÖZEL NAZMİ ARIKAN FEN BİLİMLERİ CANİK FEN LİSESİ;1
ULUSLARARASI MİLLÎ İRADE KIZ ANADOLU İMAM HATİP LİSESİ;2
AYDEM FEN LİSESİ;1
MİLLİ İRADE KIZ ANADOLU İMAM HATİP LİSESİ;1
ÖZEL YENİ ROTA ANADOLU LİSESİ;1
ÖZEL ANKARA DORUK ANADOLU LİSESİ;1
ÖZEL BAHÇEŞEHİR KOLEJİ KUZEY KAMPÜSÜ ANADOLU LİSESİ;2
ÖZEL BÜYÜK FEN LİSESİ;1
ÖZEL ÇORLU NAZMİ ARIKAN FEN BİLİMLERİ FEN LİSESİ;2
ÖZEL DİYARBAKIR BAHÇEŞEHİR FEN LİSESİ;1
ÖZEL İNTEGRAL FEN LİSESİ;1
ÖZEL SALİHLİ NAZMİ ARIKAN FEN BİLİMLERİ FEN LİSESİ;1
MERSİN YUSUF KALKAVAN ANADOLU LİSESİ;1
ÖZEL BATIKENT BİRİKİM FEN LİSESİ;1
ÖZEL ENVAR FEN LİSESİ;1
ÖZEL MUDANYA YOLU FARKLI KALİTE MODERN FEN LİSESİ;1
BORSA İSTANBUL İSLAHİYE FEN LİSESİ;1
ÖZEL GAZİANTEP DOĞA FEN LİSESİ;1
ÖZEL GÜRÇAĞ FEN LİSESİ;1
POLATLI TOBB FEN LİSESİ;2
ÖZEL ASFA AHMET MİTHAT ANADOLU LİSESİ;1
ÖZEL BAĞLICA DOĞA ANADOLU LİSESİ;1
ÖZEL BALIKESİR AÇI ANADOLU LİSESİ;1
KARTAL ANADOLU LİSESİ;1
ÖZEL AKŞEHİR BİREY ANADOLU LİSESİ;1
ÖZEL MERSİN YENİŞEHİR İZ EĞİTİM KURUMLARI FEN LİSESİ;1
TEKİRDAĞ ANADOLU LİSESİ;1
ERTUĞRUL GAZİ ANADOLU İMAM HATİP LİSESİ;1
GAZİOSMANPAŞA ANADOLU LİSESİ;1
İZZET BAYSAL ANADOLU LİSESİ;1
ALTINŞEHİR ANADOLU LİSESİ;1
İÇEL ANADOLU LİSESİ;1
ÖZEL AYDIN DEĞİŞİM ANADOLU LİSESİ;1
SEVAL-AHMET ÇETİN FEN LİSESİ;1
MEV KOLEJİ ÖZEL GÜZELBAHÇE ANADOLU LİSESİ;1
ÖDEMİŞ TİCARET ODASI ANADOLU LİSESİ;1
ÖZEL ANKARA EĞİTİM KURUMLARI FEN LİSESİ;2
ÖZEL BODRUM FİNAL AKADEMİ ANADOLU LİSESİ;1
ÖZEL ÇANKAYA YILDIZ ANADOLU LİSESİ;1
ÖZEL ÇUKUROVA ALTINELLER ANADOLU LİSESİ;1
ÖZEL ELAZIĞ DOĞA FEN LİSESİ;1
ÖZEL SELÇUKLU YÖNTEM FEN LİSESİ;1
ÖZEL TEMA PARK BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ;1
ÖZEL TİMUR ARSLAN ANADOLU LİSESİ;2
ERMENEK UYSAL-HASAN KALAN FEN LİSESİ;1
FATİH ANADOLU LİSESİ;1
MESLEKİ AÇIKÖĞRETİM LİSESİ;1
ÖZEL ÇAĞRI ANADOLU LİSESİ;1
ÖZEL DİCLE ANADOLU LİSESİ;1
ÜMMÜ MİHCEN KIZ ANADOLU İMAM HATİP LİSESİ;1
ANTALYA ERÜNAL SOSYAL BİLİMLER LİSESİ;3
DADALOĞLU ANADOLU LİSESİ;2
KÜÇÜKÇEKMECE ANADOLU LİSESİ;2
EŞREFPAŞA ANADOLU LİSESİ;1
HACI SABANCI ANADOLU LİSESİ;1
HASAN ÇOLAK ANADOLU LİSESİ;2
İLHAN ATIŞ ANADOLU LİSESİ;1
ÖZEL AKDENİZ YÜKSELİŞ ANADOLU LİSESİ;1
ÖZEL ANKA ANADOLU LİSESİ;1
ÖZEL ANTALYA AÇI ANADOLU LİSESİ;1
ÖZEL BALGAT ÇÖZÜM AKADEMİ ANADOLU LİSESİ;1
ABİDİNPAŞA ANADOLU LİSESİ;1
ÖZEL BAŞAK ANADOLU LİSESİ;1
ÖZEL BEYLİKDÜZÜ OĞUZKAAN ANADOLU LİSESİ;1
ÖZEL BURSA BAHÇEŞEHİR ANADOLU LİSESİ;1
ÖZEL ÇUKURAMBAR DOĞA ANADOLU LİSESİ;4
ÖZEL EDREMİT UĞUR ANADOLU LİSESİ;1
ÖZEL ERYAMAN MODERN BİLİMLER AKADEMİSİ ANADOLU LİSESİ;2
ÖZEL ERYAMAN SINAV ANADOLU LİSESİ;1
ÖZEL FİNAL ANADOLU LİSESİ;1
ÖZEL İSTEK GAZİANTEP ANADOLU LİSESİ;1
ÖZEL KAVACIK UĞUR ANADOLU LİSESİ;1
ÖZEL KONYAALTI BAHÇEŞEHİR KOLEJİ FEN VE TEKNOLOJİ LİSESİ;1
ÖZEL MEKTEBİM GÜNEŞLİ KOLEJİ ANADOLU LİSESİ;1
ÖZEL PEREN ANADOLU LİSESİ;1
ÖZEL TEKNOFEN KOLEJİ ANADOLU LİSESİ;1
ÖZEL YENİMAHALLE SINAV ANADOLU LİSESİ;1
SAKARYA ÜNİVERSİTESİ VAKFI ÖZEL ANADOLU LİSESİ;1
SÜHEYL ÜNVER ANADOLU LİSESİ;1
ŞEHİT ABDULLAH ÜMİT SERCAN ANADOLU LİSESİ;2
ŞEHİT GÖKHAN ÇAKIR ANADOLU LİSESİ;1
UFUK ARSLAN ANADOLU LİSESİ;1
NUH MEHMET KÜÇÜKÇALIK ANADOLU LİSESİ;1
DÜZCE ANADOLU İMAM HATİP LİSESİ;1
ÖZEL KADIKÖY KOŞUYOLU ANADOLU LİSESİ;1
ÖZEL KASTAMONU BAHÇEŞEHİR KOLEJİ ANADOLU LİSESİ;1
ÖZEL MALATYA DOĞA ANADOLU LİSESİ;1
BAŞİSKELE SELİM YÜREKTEN MESLEKİ VE TEKNİK ANADOLU LİSESİ;1
ÖZEL ÜMİTKÖY SINAV ANADOLU LİSESİ;1
ÖZEL YÖNTEM KOLEJİ ANADOLU LİSESİ;1
TED SAMSUN KOLEJİ ÖZEL LİSESİ;1
MERSİN EĞİTİM VAKFI ÖZEL TOROS ANADOLU LİSESİ;1
ÖZEL BATIKENT YÖNDER ANADOLU LİSESİ;1
ÖZEL BİLGİ AKADEMİ ANADOLU LİSESİ;1
ÖZEL ANTALYA BAHÇEŞEHİR ANADOLU LİSESİ;1
ÖZEL BİNGÖL FİNAL AKADEMİ ANADOLU LİSESİ;1
ÖZEL KARİYER KOLEJİ ANADOLU LİSESİ;1
ÖZEL MALTEPE SINAV KOLEJİ ANADOLU LİSESİ;1
ÖZEL NOTRE DAME DE SION FRANSIZ LİSESİ;1
ŞEHİT AYTEKİN KURU ANADOLU LİSESİ;1
KOCAELİ YÜKSEK ÖĞRENİM VAKFI ÖZEL ANADOLU LİSESİ;1
ÖZEL ADANA GÜNDOĞDU ANADOLU LİSESİ;1
ÖZEL ANKARA NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ;1
DENİZLİ ANADOLU LİSESİ;1
İNCİRLİ ŞEHİT FURKAN YAYLA ANADOLU LİSESİ;1
ÖZEL ÇORUM ADA ANADOLU LİSESİ;1
SIRRI YIRCALI ANADOLU LİSESİ;1
TED ÖZEL ADANA KOLEJİ ANADOLU LİSESİ;1
FETHİYE ANADOLU LİSESİ;1
GAZİ ANADOLU LİSESİ;1
HALICI AHMET URKAY ANADOLU LİSESİ;1
İSTEK ÖZEL ATANUR OĞUZ ANADOLU LİSESİ;1
KANDİLLİ KIZ LİSESİ;1
KIRKLARELİ TÜRKİYE ODALAR VE BORSALAR BİRLİĞİ SOSYAL BİLİMLER LİSESİ;1
NERİMAN-EROL YILMAZ SOSYAL BİLİMLER LİSESİ;1
NİĞDE YUNUS EMRE ANADOLU LİSESİ;2
ÖZEL ALİ GÜNGÖR ANADOLU LİSESİ;1
ÖZEL ELAZIĞ FİNAL ANADOLU LİSESİ;1
ÖZEL EREĞLİ SİMYA FEN LİSESİ;1
ÖZEL FEN CEBİR EĞİTİM KURUMLARI ANADOLU LİSESİ;1
ÖZEL GÜNEY KAMPÜS METİN KANMAZ KOLEJİ ANADOLU LİSESİ;1
ÖZEL HACETTEPELİLER ANADOLU LİSESİ;1
ÖZEL JALE TEZER BİLİM FEN LİSESİ;1
ÖZEL KANYON ANADOLU LİSESİ;1
ÖZEL KARABÜK FİNAL ANADOLU LİSESİ;1
ÖZEL KONYA SİSTEM ANADOLU LİSESİ;1
ŞEHİT KÜBRA DOĞANAY KIZ ANADOLU İMAM HATİP LİSESİ;1
ÇORUM BAŞÖĞRETMEN ANADOLU LİSESİ;1
ÖZEL AKHİSAR KOLEJİ ANADOLU LİSESİ;1
ÖZEL DOĞA ANADOLU LİSESİ;1
ÖZEL SAMSUN ATAKENT FİNAL AKADEMİ FEN LİSESİ;1
ÖZEL VİZYON ANADOLU LİSESİ;1
ŞEHİT UFUK BAYSAN ANADOLU LİSESİ;1
YENİŞEHİR ANADOLU İMAM HATİP LİSESİ;1
AYHAN SÜMER ANADOLU LİSESİ;1
ÖZEL AVCILAR NAZMİ ARIKAN FEN BİLİMLERİ ANADOLU LİSESİ;1
ÖZEL ÇAĞDAŞ ANADOLU LİSESİ;1
ÖZEL İZMİR İSTEK ANADOLU LİSESİ;1
ÖZEL KANGURU ANADOLU LİSESİ;1
ÖZEL KURTKÖY UĞUR ANADOLU LİSESİ;1
ÖZEL YILDIRIM BAYEZIT ANADOLU LİSESİ;1
ŞİRAN ŞEHİT TEĞMEN TUNA KARA ANADOLU LİSESİ;1
